total_internacoes,iph_medio,pct_critico,pct_atencao,tmh_geral,cmi_medio,top_cid,top_cid_nome,top_cid_n,regsaude_top,regsaude_iph
5210357,0.4403,7.8,10.5,5.36,1670.16,O800,Parto normal,206376,105,0.88
